ROI,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance
77,157.68385314941406,209.69603118896484,256225330.64693087,1.7963304558877506,29.564868927001953,3.085984399137267,264.6888732910156,182.1762099823654,16.339508777319807,180.1781005859375,59.07074737548828,205.61812591552734,11.991829583580405,183.27603845713014,-0.06762145144259067,256225330.64693087,0.31961683681873065,401.93478900054305
78,152.9125549316406,210.72135314941406,270736024.45888495,1.998352336943555,32.957218170166016,11.50976599250514,455.10382080078125,181.64754666075223,18.883619467509785,181.45394897460938,42.92923355102539,412.17458724975586,13.420439207097827,183.27595989733203,0.6667687749221444,270736024.45888495,0.28628074798810405,594.2462684183072
79,155.3754425048828,200.06950988769532,66904625.71129398,1.625901966973274,23.65357208251953,2.9878433650522123,230.71495056152344,177.53301009732772,13.898870528530274,177.4737548828125,100.60405731201172,130.11089324951172,9.936760757949381,178.36450642519483,-0.07020330814484704,66904625.71129398,0.37231032632547895,295.92747808550655
80,147.17776489257812,197.387060546875,60473149.54161219,1.8961301846303928,27.115394592285156,6.218168269008045,306.4440612792969,170.06769835014993,16.80471994411259,168.58897399902344,41.55936813354492,264.88469314575195,11.166538308536547,171.54394007925046,-0.21594278018967702,60473149.54161219,0.3393730797236578,504.3013557958885
81,155.80478515625,196.97179565429687,277876779.61516565,1.5708573316032521,21.985458374023438,8.165170025354243,246.67665100097656,176.81083837433053,13.481783949813511,178.576171875,40.0989990234375,206.57765197753906,9.094490961626743,177.729219038742,-1.3617857250962697,277876779.61516565,0.408421564860932,325.6027334875057
82,160.54640502929686,199.6529556274414,283844283.2418644,1.4908264344911049,21.717212677001953,7.271922102228881,228.20663452148438,180.71334398287794,12.658225026478501,182.03451538085938,33.696537017822266,194.5100975036621,8.937003067636732,181.4412656323235,-1.0106564231660837,283844283.2418644,0.42418554467403635,263.62018078541803
83,136.8174819946289,229.99008178710938,58482920.02081309,2.565975067615481,46.56447982788086,4.7833063280105845,396.7264404296875,175.3513750525823,29.74296107911298,166.28604888916016,46.96082305908203,349.76561737060547,20.036884572608017,179.45542932099474,0.8713996393656459,58482920.02081309,0.21185764326883896,1456.1463799511503
84,121.15680084228515,238.88522338867188,66070847.57847069,2.9265977546771116,55.19085693359375,4.9904163229126235,405.41314697265625,173.5811200083038,36.95174835149262,171.14028930664062,0.0,405.41314697265625,24.041208976049305,180.63105782532702,-0.37267891172438045,66070847.57847069,0.1635416552354824,2497.173827759474
85,132.0288116455078,255.1569122314453,718823298.105658,3.0965148184314457,63.04405212402344,5.255106900662647,552.06787109375,191.77641231480152,40.37304343160408,191.68549346923828,0.0,552.06787109375,26.187028656213997,199.2726939865258,-0.2527882696690914,718823298.105658,0.14509073242761,2931.4142483108067
86,90.42736968994141,255.54024353027344,1004098918.9708242,3.13929713375521,66.80179595947266,4.359998817461182,387.7486572265625,185.5133374968246,48.396759133330995,193.9813995361328,0.0,387.7486572265625,28.823569814406934,197.17473621353216,-1.1686888782536027,1004098918.9708242,0.13811302093450184,4462.678211665238
87,0.0,234.86319580078126,296442290.4463054,3.151423417723392,73.49365234375,3.3584824795145667,515.0988159179688,155.68078214773678,58.13718177950541,173.93875122070312,0.0,515.0988159179688,55.7770620607817,173.4194089824422,-0.7255117877742828,296442290.4463054,0.1356137928098706,5837.7854816884765
88,0.0,243.7931030273438,297597609.49878,3.0710170888702444,119.08759307861328,2.1560812780811762,384.3229064941406,147.7422431372631,72.55966963874484,175.64606475830078,0.0,384.3229064941406,71.70844266048647,171.84129708854744,-0.6747131802299824,297597609.49878,0.14290750837651667,7701.660977844256
89,110.48451232910156,258.3079833984375,1569020720.2421684,3.087424561714209,60.04932403564453,4.988708987316332,502.66815185546875,190.32584435828338,45.42503750923471,198.50965881347656,0.0,502.66815185546875,26.220042921849995,200.8583007644713,-1.2298183867146681,1569020720.2421684,0.14619736094140598,4120.129955297294
90,81.91983795166016,265.4712219238281,1504417658.0016618,3.198937136065462,69.55303955078125,4.198409138419211,374.7928161621094,190.84752164972528,51.66002856111966,201.44808959960938,0.0,374.7928161621094,30.66322323462225,203.63132478979188,-1.164501719397784,1504417658.0016618,0.1311559928581344,5042.9399158033475
91,0.0,220.2165847778321,117939555.73504685,2.907335949426047,134.70226097106934,2.036609410215167,301.91912841796875,133.54616748517236,69.67295984054405,161.79554748535156,0.0,301.91912841796875,69.07021977343109,157.20976780354016,-0.638756383802925,117939555.73504685,0.16106027476569457,6880.332242865301
92,0.0,191.79161071777344,83923070.63914633,1.8304465382944357,147.64779663085938,2.227784497990905,289.1084899902344,55.39390079024028,74.79311150136517,0.0,0.0,289.1084899902344,56.20926455802596,100.34318474989922,0.9911166976278842,83923070.63914633,0.47217921982490135,7000.270480993428
