ROI,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance
93,131.39838256835938,251.76473999023438,1001908436.3742661,3.02375363421159,62.60980224609375,5.214652635680076,330.7165832519531,187.95948817455627,41.98409226662098,192.1922149658203,0.0,330.7165832519531,26.136615990399083,196.61726578836158,-1.1653417330912563,1001908436.3742661,0.1486836201525431,3329.5800112500647
94,0.0,241.88485717773438,765274000.1214633,3.026268345841612,208.12930297851562,1.55766924017734,330.98394775390625,130.97240301340955,87.33630516116818,166.91551208496094,0.0,330.98394775390625,84.65225016468047,162.97812348566603,-0.29885782644738695,765274000.1214633,0.16113829846204708,9408.098383802033
95,0.0,244.56221923828127,633722219.2279627,3.098537546394024,70.62529754638672,3.3496614203302846,314.0084228515625,164.88402343303915,55.43295197069259,178.67974090576172,0.0,314.0084228515625,53.51061817054498,180.96164668428622,-1.013208642312328,633722219.2279627,0.13584916700005345,5560.376387221446
96,102.09156188964846,247.1147277832031,845468276.7054691,3.0200136407434024,57.62617492675781,4.767790336350565,331.05645751953125,180.2525045767679,45.338631786047976,189.9634552001953,0.0,331.05645751953125,25.12377160874823,191.42410506306896,-1.2897795490791892,845468276.7054691,0.1515904019001279,4152.222592999129
97,0.0,217.9553680419922,291962543.0903276,2.704866812283744,188.63201904296875,1.4519931896725053,308.13262939453125,114.24236344693385,83.97718251067236,149.03289794921875,0.0,308.13262939453125,81.23035555662038,146.40606645963956,-0.22037148460979514,291962543.0903276,0.20276466481531305,8383.418690243063
98,0.0,232.8180938720703,471176935.9342917,3.057402616793349,79.333251953125,2.8259421799780307,300.47845458984375,156.46996958263904,60.33192347666866,179.36891174316406,0.0,300.47845458984375,59.526919921159624,174.18881586457525,-0.9765457900333856,471176935.9342917,0.13845009750597348,5858.892191110908
99,0.0,117.80591354370114,5045561.62815985,1.4605318072143336,0.0,5.9020969749867485,268.39697265625,27.003067442832684,41.45658123183132,0.0,0.0,268.39697265625,19.260986876073797,61.40824713556777,1.9955013942778932,5045561.62815985,0.5981452807550255,3041.807164940797
100,0.0,147.2044387817383,9591074.6148575,1.7166115220030564,61.26979923248291,4.386902298602829,248.72540283203125,34.473509975315366,48.871964795537,0.0,0.0,248.72540283203125,28.173984526016227,70.31253724803595,1.6354791405537084,9591074.6148575,0.515181209480285,3755.4300042382743
101,0.0,178.12071990966797,146641278.0285719,2.6435157018787203,52.261465072631836,3.109636509753575,313.7157287597656,123.6446747789683,46.54887513207554,143.93265533447266,0.0,313.7157287597656,46.300844055143244,137.50206432346582,-1.0455918311806391,146641278.0285719,0.19954263228574678,3618.8120920176943
102,0.0,175.72556762695314,110564623.35648409,2.4447816099179542,160.43148803710938,1.6295279081103922,230.53338623046875,104.25422076869836,65.21859102791093,138.49815368652344,0.0,230.53338623046875,65.12134428138269,127.05580504729448,-0.5497025278768822,110564623.35648409,0.22202479658348123,5274.235048127607
103,128.87853240966797,225.7299560546875,379151701.6868055,2.6112571876254833,54.503761291503906,6.610868505209484,266.14447021484375,169.05882103901837,33.45653388064947,166.8055419921875,0.0,266.14447021484375,21.79559927288515,175.58574733261437,-1.3374849847948624,379151701.6868055,0.19676193998545521,2249.4696952498543
104,132.47089538574218,213.85875091552734,420805551.495661,2.464056460493509,35.338497161865234,8.59479794024766,279.28369140625,168.19440492234398,27.115763354801448,169.78197479248047,0.0,279.28369140625,15.328852567560237,173.18564635602297,-1.5793478844901319,420805551.495661,0.2345341643936804,1703.9102565720523
105,0.0,187.44619903564453,39883628.1268627,1.459352084940679,157.24987411499023,2.1852064504268442,264.5028381347656,52.48800041269477,74.69741786403998,0.0,0.0,264.5028381347656,55.46563218687862,98.65323978251206,1.0228384834059545,39883628.1268627,0.5303024889713964,6977.471532262775
106,0.0,226.7239776611328,115589033.88855782,2.554975991610334,52.674102783203125,3.087701890917433,286.3346862792969,159.011274349771,61.29155158522665,187.6500244140625,0.0,286.3346862792969,63.18658401942843,177.83393003770692,-1.252700861173041,115589033.88855782,0.19824987227735558,6340.321302317895
107,0.0,172.79046630859375,85394751.97674784,1.140344378172647,0.0,3.4631189605617836,265.76434326171875,36.252161145722276,57.44182386950855,0.0,0.0,265.76434326171875,33.156095681206075,80.21651056552045,1.522477169071749,85394751.97674784,0.6411145547526466,5120.46937957284
108,0.0,216.53477020263674,416598511.0238383,2.4315606802485012,46.87472152709961,3.7099889663337144,277.75872802734375,155.88027064670806,52.048519942198986,178.37853240966797,0.0,277.75872802734375,53.48239622502365,171.6219107448875,-1.4343206455079007,416598511.0238383,0.20777952269545566,5155.421470835172
109,0.0,0.0,375870.62913515023,0.018910239644170247,0.0,733.3568149114798,239.75367736816406,0.2693842306083522,0.537975942752759,0.0,0.0,239.75367736816406,0.0,7.089677253146139,26.78530880377667,375870.62913515023,0.9970608265836898,50.190955690077324
110,0.0,183.75006103515625,59423158.96153941,1.5804433655196417,156.91107940673828,1.582701848890945,223.85255432128906,59.172522950867645,77.03830832324911,0.0,0.0,223.85255432128906,64.07487895456151,100.95866294135219,0.7043377434003345,59423158.96153941,0.46294449070137605,6691.264150534602
111,0.0,0.0,0.0,-3.203426503814917e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
112,0.0,194.22145233154296,19877995.546541966,1.8444470268150164,185.24017715454102,1.2181762278505934,224.7911834716797,109.49245863342286,85.84208756860352,167.84929656982422,0.0,224.7911834716797,86.52329755497685,140.9893455071764,-0.3836335374760029,19877995.546541966,0.32436,7889.397048950152
113,0.0,150.95484771728516,2609792.0561351487,1.6187617071545868,53.742831230163574,3.754225567226344,221.0908660888672,33.99368669388446,49.55775143527663,0.0,0.0,221.0908660888672,29.42313657623198,69.90887669996987,1.5144014483000496,2609792.0561351487,0.54159828304507,3731.6803064096134
114,0.0,164.77245635986327,12557549.837392995,2.0713198628371043,76.24636459350586,2.8712792930160527,233.10548400878906,45.835284899436566,54.358039552120715,0.0,0.0,233.10548400878906,40.116991467935705,78.88453580263575,1.120340996792107,12557549.837392995,0.3810841180613331,4121.896646984805
115,0.0,153.37743530273437,43008971.31912984,2.513333343886957,125.06666946411133,1.5863093541823403,233.4847869873047,65.77174127718499,58.06290873356341,63.68295097351074,0.0,233.4847869873047,52.105995124376044,91.79609247606024,0.28308609336052487,43008971.31912984,0.23846884489146133,4100.600643240441
116,0.0,183.69540252685547,48486208.95291415,2.7870475700094013,112.70555210113525,1.8679800791321572,240.7300262451172,109.1044527502621,59.857937078672,130.41796875,0.0,240.7300262451172,58.43934659291161,129.52696604106885,-0.5448202097159107,48486208.95291415,0.16480382179332145,4873.453321870031
117,73.66813125610352,187.41676483154296,32101242.327956464,2.605386956149703,51.80529022216797,4.6815020862998,239.77195739746094,140.27038091379447,38.59520117105718,154.6956558227539,0.0,239.77195739746094,22.37740757351219,149.82797204915096,-1.4597062595023584,32101242.327956464,0.19566629175020786,2772.6414466601714
118,0.0,191.68787841796876,29153608.81010981,2.274888157092263,172.99880599975586,1.3064355991050036,230.1268768310547,102.96529317928844,77.96928736861761,143.10477447509766,0.0,230.1268768310547,77.34852393508807,132.0468436032004,-0.3348175453921199,29153608.81010981,0.24619113573407206,6834.517306071247
119,0.0,147.6697204589844,6056650.320295557,0.8128625723661916,0.0,6.505523898559441,211.7534637451172,21.290784671038566,37.08879885889795,0.0,0.0,211.7534637451172,8.334699955016278,59.86498774385021,2.309064778875442,6056650.320295557,0.7634389552186547,3130.5192456628047
120,0.0,0.0,35078.67329037399,0.008416092913243994,0.0,1413.0007072135784,187.2930145263672,0.1323625544355952,0.2645380239885959,0.0,0.0,187.2930145263672,0.0,4.979014142443562,37.57659786640587,35078.67329037399,0.9985875713268988,24.773061984836286
